time,text,event
Fri Oct 15 04:15:32 +0000 2010,“@Actinel: Mi pantalón llegó todo roto. Tal vez sea un aviso para que me compre unos nuevos.”⬅Hubo balacera?,
Thu Aug 26 21:19:27 +0000 2010,RT @EspectaculosUSA: Asesinan a Miss Sinaloa 2012 enmedio de balacera http://t.co/8pIe56ot,
Thu May 31 00:36:29 +0000 2012,FUE BALACERA O NO??? LA VERDAD A MI SI ME PARECIO,
Sat May 21 20:45:10 +0000 2011,"RT @nerckFlOw_r: Hace 2 horas user de FB publico que habia una balacera por el vergel,nadie estuvo por la zona? #verfollow",
Mon Apr 13 13:49:20 +0000 2009,RT @EspectaculosUSA: Asesinan a Miss Sinaloa 2012 enmedio de balacera http://t.co/8pIe56ot,
Thu Aug 19 03:31:41 +0000 2010,"Reina de Belleza de Sinaloa muere en balacera - Sexenio, Extraordinary Life http://t.co/1gVB7ujE #EcuadorChic",
Fri Apr 13 19:23:39 +0000 2012,RT @noticiasmexico: Asesinan a Miss Sinaloa 2012 enmedio de balacera http://t.co/rOQZ6flF,
Sat Aug 08 04:24:11 +0000 2009,RT @EspectaculosMX: Asesinan a Miss Sinaloa 2012 enmedio de balacera http://t.co/rkcPxPVI,
Fri Jan 08 06:03:19 +0000 2010,RT @EspectaculosMX: Asesinan a Miss Sinaloa 2012 enmedio de balacera http://t.co/rkcPxPVI,
Sat Jun 09 04:21:29 +0000 2012,Son cuetes o balacera?,
Tue Sep 14 14:17:13 +0000 2010,"balacera, woooooooo",
Sat Jun 05 21:37:33 +0000 2010,D: balacera,
Thu Sep 23 15:54:45 +0000 2010,RT @Aguascalientes9: Asesinan a Miss Sinaloa 2012 enmedio de balacera http://t.co/TL4O6Gbv,
Fri Jun 03 03:40:13 +0000 2011,Acaso es balacera?,
Sat May 07 02:12:44 +0000 2011,ohh no manchen el proximo domingo se armara la balacera the walking dead !!!,
Sun Dec 19 03:01:30 +0000 2010,@cd_victoria balacera por la carretera matamoros !,
Tue Feb 22 22:31:57 +0000 2011,RT @Aguascalientes9: Asesinan a Miss Sinaloa 2012 enmedio de balacera http://t.co/TL4O6Gbv,
Mon Nov 05 21:01:13 +0000 2012,Pues creo que hay balacera:s,
Tue Jun 08 22:22:43 +0000 2010,"Quiero que seas a quien abrace, cada que haya una balacera y vengan a mi memoria esos malos recuerdos.",
Tue Aug 10 23:14:40 +0000 2010,"balacera, woooooooo",
Tue Jan 10 21:48:25 +0000 2012,RT @EspectaculosMX: Asesinan a Miss Sinaloa 2012 enmedio de balacera http://t.co/rkcPxPVI,
Tue May 08 02:19:32 +0000 2012,Diria que se escuchan estruendos por el 22 pero como soy bien panochon pues digo que hay balacera por el 22 . Cuidado!,
Thu Sep 16 00:22:14 +0000 2010,"""@__RicardoR: Diria que se escuchan estruendos por el 22 pero como soy bien panochon pues digo que hay balacera por el 22 . Cuidado!""",
Sun May 13 03:46:52 +0000 2012,balacera en el panteon de la cruz hace cmo una hora,
Tue Feb 09 14:19:27 +0000 2010,Balacera creo a la altura del estadio será? Imformen @region_victoria @cd_victoria,
Sat Oct 08 00:33:19 +0000 2011,"Preferiría mil veces estar en medio de una balacera que volverme a enamorar, estoy segura que saldría con menos daños.",
Mon May 02 02:57:12 +0000 2011,Balacera en mi cuarto ! Malditos Frijoles,
Fri Mar 05 07:00:35 +0000 2010,"NO ES BALACERA, son cuetes en la Iglesia de Cristo Rey #CdVictoria",
Mon Nov 15 05:48:34 +0000 2010,Me encanta como todos ponen que hay balacera jaja son cuetes por la festividad de Cristo Rey,
Sat Jun 11 06:13:23 +0000 2011,"Muere reina de belleza en balacera registrada en Sinaloa,a manos de militares http://t.co/I5sK7EcJ",
Mon Mar 07 22:11:26 +0000 2011,"salgo por mi mochila, hay balacera",
Fri Apr 13 19:23:39 +0000 2012,Qué hacia la miss Sinaloa en medio de una balacera... Y con quién estaba... Con los narcos o con los policías ????,
Tue Feb 09 14:19:27 +0000 2010,@cd_victoria pues parece balacera se escuchan diferente,
Mon Jan 11 22:13:59 +0000 2010,"RT @anonyopshispano: Muere quien fuera electa mujer Miss Sinaloa 2012, María Susana Flores Gámez en balacera - http://t.co/oCAeaOEc",
Sun Oct 28 23:38:59 +0000 2012,"RT @EcuadorChic: Reina de Belleza de Sinaloa muere en balacera - Sexenio, Extraordinary Life http://t.co/1gVB7ujE #EcuadorChic",
Wed Apr 07 02:12:43 +0000 2010,"RT @NestorColunga: NO ES BALACERA, son cuetes en la Iglesia de Cristo Rey #CdVictoria",
Tue May 08 02:19:32 +0000 2012,Diria q hay estruendos por el 22 debido a q estan celebrando algo una iglesia pero como soy bien panochon pues digo que hay balacera x el 22,
Thu Oct 07 02:25:20 +0000 2010,"RT @Mstraire: salgo por mi mochila, hay balacera",
Sun Jun 10 06:10:36 +0000 2012,"RT @PallolitaAngel: Muere reina de belleza en balacera registrada en Sinaloa,a manos de militares http://t.co/I5sK7EcJ",
Tue May 25 04:18:34 +0000 2010,RT @EspectaculosMX: Asesinan a Miss Sinaloa 2012 enmedio de balacera http://t.co/rkcPxPVI,
Fri Apr 13 19:23:39 +0000 2012,"Qué hacía Miss Sinaloa en medio de una balacera.. Y con quién estaba... Con los narcos, con el ejército o iba pasando??",
Tue Mar 31 01:37:02 +0000 2009,"RT @Y0SoyGus: —Hola, ¿Qué haces? —Aquí en una balacera entre los federales y el narco, ¿y tú? —Enamorándome —¡NO MAMES, TEN CUIDADO, TE  ...",
Mon Apr 04 15:45:13 +0000 2011,"-Hola, que haces?
-Aqui en una Balacera y tu?
-Aqui Enamorandome.. :$
-No mams , te puedes lastimar :/",
Mon Apr 27 07:47:43 +0000 2009,Reina de belleza muere durante balacera en Sinaloa  http://t.co/nI01dXpJ,
Mon May 14 19:49:01 +0000 2012,"-HOLA ¿que haces?
Aquí en una balacera entre los federales y el narco, ¿y tu?
-Enamorándome.
¡NO MAMES, TEN CUIDADO,TE VAN A LASTIMAR'! :c",
Sat Jan 08 00:43:19 +0000 2011,RT @EspectaculosMX: Asesinan a Miss Sinaloa 2012 enmedio de balacera http://t.co/rkcPxPVI,
Sun Jul 31 01:46:13 +0000 2011,@66EDI ¿en medio de una balacera? ya con ezkrivir es zugisiente...,
Thu Aug 05 02:11:35 +0000 2010,RT @EspectaculosMX: Asesinan a Miss Sinaloa 2012 enmedio de balacera http://t.co/rkcPxPVI,
Thu Jan 06 16:01:02 +0000 2011,Reina de Belleza de Sinaloa muere en balacera http://t.co/IEuoaMUg,
Fri Feb 25 16:13:10 +0000 2011,RT @ChriizMx: TIPICO: lanzan juegos artificiales &amp; piensas qee es una balacera #SiVivesEnVeracruzNoEsParaMenos,
Sat Jun 18 03:45:02 +0000 2011,"RT @nerckFlOw_r: Hace 2 horas user de FB publico que habia una balacera por el vergel,nadie estuvo por la zona? #verfollow",
Sat Mar 20 03:27:24 +0000 2010,"RT @martiinvaldezz: Típico, ves avatar y empieza la balacera! @BETOVAZQUEZ_G",
Sat Jun 18 23:55:16 +0000 2011,RT @Te_Ame_Te_Odio: @66EDI ¿en medio de una balacera? ya con ezkrivir es zugisiente...,
Sun Jul 15 19:52:51 +0000 2012,Chingue! Empeso la balacera xdd!,
Fri Sep 30 06:08:34 +0000 2011,No hay balacera son cuetes!!! No se espanten no se alarmen.,
Wed Jan 13 19:24:58 +0000 2010,“@region_victoria: No hay balacera son cuetes!!! No se espanten no se alarmen.” // @andreasgarza,
Tue Mar 20 02:46:09 +0000 2012,RT @region_victoria: No hay balacera son cuetes!!! No se espanten no se alarmen.,
Mon Sep 14 13:16:47 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @sdpnoticias,
Sat Feb 27 21:19:04 +0000 2010,hay si hay si hago que parezca que hay balacera hay si hay si y son cohetes-.-,
Sat Jun 11 06:13:23 +0000 2011,Reina de Belleza de Sinaloa muere en balacera http://t.co/OQnCkmql vía @SexenioMX,
Sun May 17 22:31:07 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Wed Feb 02 17:37:31 +0000 2011,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Thu Apr 16 15:43:32 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Sat Oct 24 02:13:18 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Wed Aug 22 19:39:13 +0000 2012,RT @region_victoria: No hay balacera son cuetes!!! No se espanten no se alarmen.,
Mon May 07 06:52:30 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Fri Jul 10 23:18:01 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Wed Aug 12 03:49:57 +0000 2009,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Fri Feb 06 18:07:05 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/Xw5miybw via @sdpnoticias,
Tue Jul 05 15:06:14 +0000 2011,que bonito balacera:'),
Fri Sep 11 23:52:49 +0000 2009,“@FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/nX5hMvEQ vía ”,
Sat Oct 02 21:41:18 +0000 2010,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Thu Dec 31 05:19:01 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Mon Apr 23 16:06:47 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Tue Feb 09 03:44:38 +0000 2010,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Fri Apr 09 23:18:41 +0000 2010,@FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y Ejército en el municipio de Mocorito http://t.co/PsEgNcGW vía @sdpnoticias,
Sat Jun 25 05:15:21 +0000 2011,"*Asesinan a Miss Sinaloa 2012 enmedio de balacera. 

http://t.co/qDzrec4T""",
Thu Jun 04 23:56:12 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Sat Nov 10 08:35:49 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/SiwbrZPc vía @sdpnoticias,
Wed Nov 09 15:00:04 +0000 2011,RT @TheHandiCat: “@FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/ ...,
Thu Dec 09 17:40:44 +0000 2010,“@FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/QdMW6MRl //Lamentable,
Thu Nov 26 01:49:14 +0000 2009,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Wed Apr 07 03:12:26 +0000 2010,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Tue May 27 04:20:08 +0000 2008,"Reina de Belleza de Sinaloa muere en balacera registrada en un municipio de la entidad, se trata de María Susana Flores http://t.co/BPllgY5A",
Fri Jul 13 00:19:15 +0000 2012,"""Al final, lo que queda es abrazarse, confiar en el otro, amar y dejarse amar en medio de la balacera que es la vida""",
Wed Jul 28 23:06:14 +0000 2010,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Mon Sep 14 13:16:47 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra reina entre balas,
Wed Nov 11 20:17:51 +0000 2009,Que Miss Sinaloa muere en medio de una balacera? WTF!!,
Sat Apr 21 19:37:12 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/oyS1zkNO vía @sdpnoticias,
Wed Jun 01 23:45:09 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/XMJ4j8u7,
Tue Feb 08 00:49:35 +0000 2011,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Sun Aug 14 03:41:47 +0000 2011,":o ""@crismarlenv: *Asesinan a Miss Sinaloa 2012 enmedio de balacera.  http://t.co/9XU8v0MK""""",
Wed Dec 16 01:35:29 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Wed Oct 27 22:55:51 +0000 2010,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Sat Feb 21 00:05:25 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Thu Sep 10 20:13:26 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Fri Nov 04 22:23:51 +0000 2011,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Sat Feb 27 18:48:15 +0000 2010,RT @LizFAdame: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/Xw5miybw via @sdpnoticias,
Sun Jul 11 01:20:05 +0000 2010,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Mon Nov 12 02:46:49 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército http://t.co/e6Gmidri,
Sun Jan 09 17:36:45 +0000 2011,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Tue Oct 30 01:00:18 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Sat Nov 05 18:41:52 +0000 2011,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Wed Nov 11 20:17:51 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Thu Aug 20 17:54:45 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito / otra novia de narco !,
Tue Oct 06 02:43:31 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Sun Jul 22 00:10:45 +0000 2012,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Sat Jun 30 19:07:01 +0000 2012,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Wed May 12 20:18:29 +0000 2010,"""Miss Bala"", o cuando las películas son una triste realidad: http://t.co/wRkKFmim",
Sun Feb 12 21:45:17 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/jDb8q0NE vía @sdpnoticias,
Mon Aug 22 21:40:05 +0000 2011,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Tue Jan 25 18:36:39 +0000 2011,"RT @sdpnoticias
Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/vUGjtIfV  /puts q malo",
Tue Jun 01 18:27:25 +0000 2010,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Mon Oct 19 17:37:01 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Sat Nov 28 21:00:28 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Mon Sep 14 13:16:47 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Terrible,
Thu Dec 03 17:13:45 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Tue Oct 06 01:38:57 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Sat Aug 15 02:16:37 +0000 2009,"RT @anonyopshispano: Muere quien fuera electa mujer Miss Sinaloa 2012, María Susana Flores Gámez en balacera - http://t.co/oCAeaOEc",
Wed Feb 02 17:37:31 +0000 2011,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Terrible,
Mon May 03 20:52:42 +0000 2010,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Mon Aug 13 19:43:34 +0000 2012,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Terrible,
Fri Apr 06 03:59:35 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Sat May 09 00:27:18 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Mon Apr 13 16:14:49 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/H8ez8tPf via @sdpnoticias,
Thu Apr 12 06:56:46 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Thu Dec 10 14:37:42 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Terrible,
Fri Oct 22 20:19:59 +0000 2010,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Terrible,
Wed Aug 01 00:29:58 +0000 2012,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Tue May 15 22:48:21 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Wed Dec 28 17:44:07 +0000 2011,-hola que haces?? -aqui en la balacera y tu?? -enamorandome -no mames ten cuidado te van a lastimar xD,
Sun Dec 20 01:00:42 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Terrible,
Sun Sep 16 17:09:19 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Wed Mar 02 22:35:40 +0000 2011,Oigan ecierto que ubo balacera en playa linda ?,
Sat Jun 11 06:13:23 +0000 2011,Muere reina de belleza tras balacera en Sinaloa http://t.co/knit1rGA vía @GGLnoticias,
Fri Sep 03 20:47:53 +0000 2010,"RT @FValenzuelaM: ""Miss Bala"", o cuando las películas son una triste realidad: http://t.co/wRkKFmim",
Mon Jun 15 19:37:06 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Sun Sep 11 03:45:53 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/d0IAdhkK,
Fri Jun 24 05:33:53 +0000 2011,"RT @SexenioMX: Reina de Belleza de Sinaloa muere en balacera registrada en un municipio de la entidad, se trata de María Susana Flores h ...",
Mon Jan 28 05:34:03 +0000 2008,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Terrible,
Thu Oct 27 19:45:38 +0000 2011,"—Hubo una balacera. —¿Cuál es el saldo de los muertos? —No sé, no revisamos sus celulares.",
Tue Jan 20 21:05:32 +0000 2009,"""Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/Z4MmyQcQ""/sin distinción alguna",
Thu Jan 06 16:52:31 +0000 2011,"""@FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/VV3mHZrQ @noroestemx",
Sat Sep 25 19:05:34 +0000 2010,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Sun Aug 29 22:58:08 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito | SDP Noticias http://t.co/uwnXLXxP,
Sun May 24 20:45:51 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Wed Nov 04 02:53:07 +0000 2009,"La violencia sin fin. Muere en balacera miss Sinaloa 2012.
http://t.co/A2ZqFaL8",
Thu Jul 16 22:58:23 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Tue Jun 01 18:27:25 +0000 2010,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Terrible,
Mon Aug 22 15:52:20 +0000 2011,Oh shit! El capítulo del próximo domingo me recordará a las calles de México. Balacera… TWD,
Fri Apr 22 11:54:03 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/qQNov4cC,
Fri Jan 16 11:57:13 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/00cm4CKV vía  @FedericoArreola,
Sat Jun 11 06:13:23 +0000 2011,"Muere reina de belleza en balacera registrada en El Palmar de Los Leal,a manos del ejercito http://t.co/4qmQBQHD vía @linea_directa",
Fri Jun 29 16:37:53 +0000 2012,“@FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/YdwgFFVl,
Sun May 03 22:03:52 +0000 2009,Por andar en malas compañías miss Sinaloa término muerta  http://t.co/qHBVUca3,
Fri Oct 23 23:01:22 +0000 2009,RT @region_victoria: No hay balacera son cuetes!!! No se espanten no se alarmen.,
Mon Jan 09 18:57:59 +0000 2012,Miss Sinaloa de 22 años muere en balacera entre sicarios y el Ejército en el municipio de Mocorito  http://t.co/scotwuXU,
Wed Feb 23 02:43:49 +0000 2011,"RT @FValenzuelaM: ""Miss Bala"", o cuando las películas son una triste realidad: http://t.co/wRkKFmim",
Wed Apr 21 19:24:19 +0000 2010,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Thu Aug 02 01:44:43 +0000 2012,"Balacera en 3,2,1 :(",
Sat Apr 24 04:48:53 +0000 2010,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Wed Oct 21 19:57:39 +0000 2009,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Terrible,
Wed Jan 05 17:21:21 +0000 2011,"RT @RmKpc: —Hubo una balacera. —¿Cuál es el saldo de los muertos? —No sé, no revisamos sus celulares.",
Sat Dec 12 22:08:52 +0000 2009,RT @GinaCorona2012: Miss Sinaloa de 22 años muere en balacera entre sicarios y el Ejército en el municipio de Mocorito  http://t.co/scotwuXU,
Thu Aug 02 01:44:43 +0000 2012,@Lesliemhdz @amairanivilla_v Escucharón a balacera ? o que cosa fue?,
Fri Jun 04 21:46:39 +0000 2010,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Wed Feb 29 19:46:39 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército en Mocorito! http://t.co/cY0OCgqW vía @sdpnoticias _Y sigue la mata dando...,
Thu Oct 02 18:01:23 +0000 2008,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Wed Jan 05 17:21:21 +0000 2011,"JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA ""@RmKpc: —Hubo una balacera. —¿Cuál es el saldo de los muertos? —No sé, no revisamos sus celulares.""",
Sat Feb 20 21:53:24 +0000 2010,@maemibel una balacera. 😋,
Mon Apr 19 05:29:49 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito / CARAY!... TSSS.. http://t.co/NM30nrqf,
Fri Dec 25 22:20:25 +0000 2009,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Mon May 17 18:13:00 +0000 2010,"Pensé que era una balacera
Y no son los cohetes de la fiesta patronal de Cristo Rey \Ô/",
Mon May 07 04:57:59 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,
Mon Jan 24 17:57:36 +0000 2011,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @s ...,
Thu Aug 02 01:44:43 +0000 2012,Pues mi mama dijo balacera y se aventó al suelo NETA QUE OSO!,
Sat May 22 01:45:52 +0000 2010,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Sat Feb 27 18:00:50 +0000 2010,RT @FedericoArreola: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra r ...,
Sun Aug 02 03:00:32 +0000 2009,@axl_escamilla: Miss Sinaloa muere en balacera entre sicarios y el Ejército http://t.co/orocwuWJ Otra reina entre balas”,
